game_name,game_description,game_age,Game Modes,Supported Player Modes,Supported Controllers,Supported Platforms,Genres,Languages,Version,Developer,Publisher,Website,Release Date,Developer Privacy Policy,Developer Terms of Service,Space Required,review_1
EducationXR,"EducationXR is an advanced 3D training and education platform. Making education visual and engaging, it enables educators to create, deploy and distribute their immersive creations to VR, mobile, desktop and tablets. Full cross-platform support with cross-device multiplayer sessions, analytics, assessments and even 3D heat-maps for user behavior. Microphone permissions required for multiplayer sessions and voice transmission.",3+,"Single User, Multiplayer","Roomscale, Standing",Touch Controllers,"Quest, Quest 2, Meta Quest Pro",", Educational, Medicine, Productivity",English,1.2.6,"Heizenrader, LLC",Heizenrader LLC,https://educationxr.com/,"Apr 5, 2021","https://www.oculus.com/experiences/quest/4965092343561838/?utm_source=oculusapplab.com&store=quest&item_id=4965092343561838&r=1, https://app.educationxr.com/dashboard",Terms of Service,879.7 MB,"This is the most awesome thing that I've used in VR. Wow, this is really amazing. Check it out!!!"
