game_name,game_description,game_age,Game Modes,Supported Player Modes,Supported Controllers,Supported Platforms,Genres,Languages,Version + Release Notes,Developer,Publisher,Website,Release Date,Developer Privacy Policy,Space Required,review_1,review_2,review_3,review_4,review_5
Salvador,"In Salvador's boxiing in the galaxy, you are the one who decides how hard and fast you want to train yourself, to someday become ""Champion of the Galaxy"". For this purpose, we will begin our journey by adventurous training - but at your own pace! You choose how fast you want to be. You choose how strong you want to be. You choose what music and atmosphere you want to train along with, from a long list of songs and genres. And you choose if you want extra motivation and encouragement when you train - or not. Salvador Boxing allows you to control every aspect of your training experience, providing you with a rich toolset for mastering pro boxing. You train at your own pace - you choose if you want to listen to music and what music you want to listen to while training - without worrying if your punch hits on the beat or not! Salvador is your private boxing instructor. Learn pro boxing now with Salvador VR!",3+,Single User,"Standing, Roomscale, Sitting",Touch Controllers,"Quest, Quest 2, Meta Quest Pro","Fighting, Space/Universe, Sports","English, Chinese (China), Dutch, French (France), German, Japanese, Korean, Polish, Spanish (Spain), Vietnamese",3.8,Salvador2,Salvador,https://www.facebook.com/groups/639737564050715,"Apr 19, 2022","https://www.oculus.com/experiences/quest/7508240735868893/?utm_source=oculusapplab.com&store=quest&item_id=7508240735868893&r=1, https://www.termsfeed.com/live/6f2a6f09-9d22-45df-9403-e19805c526df",966.2 MB,"Salvador is like having my own boxing trainer with wicked music! The gloves are awesome, the music pumps me up and I learned new boxing skills. It's a blast training.",As a boxing coach I’ve really enjoyed having this app so I get to hit some pads myself 🥊 really got a sweat on and racked up the calories! Also the developer is super responsive and great at listening to feedback and implementing change!,"Not bad, good fit",What a great fitness app this is Great music choices mixed with great routines at different difficulty’s A must have for Rhythm game fans Martin76x,Devs quickly response and update the app about feedback!
