game_name,game_description,game_age,Game Modes,Supported Controllers,Supported Platforms,Genres,Languages,Version + Release Notes,Developer,Publisher,Website,Release Date,Developer Privacy Policy,Space Required,review_1
FitnessBird,"Many of us are aware of the hyper-casual birdie game. The rules have changed. To manipulate the birdie, you must: - move your arms up and down - move your arms at your sides - or crouch. The game has several difficulty modes. Test your endurance! It will be fun ;-)",3+,Single User,Touch (as Gamepad),"Quest, Quest 2, Meta Quest Pro",", Action, Flying, Sports",English,1.0,Quality Play,Quality Play,http://qualityplay.tilda.ws/,"Aug 17, 2021","https://www.oculus.com/experiences/quest/3642681932502936/?utm_source=oculusapplab.com&store=quest&item_id=3642681932502936&r=1, http://qualityplay.tilda.ws/",238.9 MB,"It quite good and entertaining for me, It’s actually making me wanna play it more often to beat my last score 😂 even tho i have it on easy it’s still tricky for me a bit LOL. The price is also good."
