game_name,game_description,game_age,,Space Required,Developer Privacy Policy,review_1,review_2,review_3,review_4,review_5
Somewhere,"Like Geoguessr, but in VR 🌎😎 Put your cultural knowledge to the test! This game drops you Somewhere in the world, and your job is to correctly identify where you are. The closer your guess = more points! Explore thousands of locations 🗺 Compete with others in the community 🏆 Discover beautiful new places worldwide 🌋",3+,,103.9 MB,"https://www.oculus.com/experiences/quest/4861850977208341/?utm_source=oculusapplab.com&store=quest&item_id=4861850977208341&r=1, https://www.cheerioworld.com/privacy",,,,,
