game_name,game_description,game_age,Game Modes,Supported Player Modes,Supported Controllers,Supported Platforms,Category,Genres,Languages,Version,Developer,Publisher,Website,Release Date,Developer Privacy Policy,Space Required,review_1,review_2,review_3,review_4
ISLAND MONKEYS,welcome to the full release of a gtag fan game called ISLAND MONKEYS! this is a voice chat and mutiplayer game play with friends.,3+,Multiplayer,"Roomscale, Standing",Touch Controllers,"Quest, Quest 2, Meta Quest Pro",Games,", Casual, Social",English,1.6.8,Ilovecapuchin studio,Ilovecapuchin studio,https://buddyosteen530.wixsite.com/games,"Mar 7, 2023","https://www.oculus.com/experiences/quest/6028480990517181/?utm_source=oculusapplab.com&store=quest&item_id=6028480990517181&r=1, https://www.termsfeed.com/live/96c080dc-1fa6-4090-8552-30c3d506e770",193.9 MB,"I played the game and it is fun, the horror is funny and scary and everything else is fire 🔥🔥",it has a good community working voice chat it's fun.,This is. A fun game to play with people and make friends and make time and enjoy,"￼ Oh, but it looks good and I never tried it"
