game_name,game_description,game_age,Game Modes,Supported Player Modes,Supported Controllers,Supported Platforms,Category,Genres,Languages,Version,Developer,Publisher,Website,Release Date,Developer Privacy Policy,Space Required,review_1,review_2,review_3,review_4
Loganish Tag,"Reject Humanity, Become Loganish! In this Gorilla Tag fangame, we have a supersized map and the movement of Gorilla Tag. (more soon)",3+,"Single User, Multiplayer","Standing, Sitting, Roomscale",Touch Controllers,"Quest 2, Meta Quest Pro",Games,", Casual",English,"1.2.7
(LIVE)",STUDIO LOGANISH,STUDIO LOGANISH,https://www.studiologanish.net/,"Apr 28, 2023","https://www.oculus.com/experiences/quest/6049176191835610/?utm_source=oculusapplab.com&store=quest&item_id=6049176191835610&r=1, https://www.studiologanish.net/PrivacyPolicy.html",145.7 MB,I Love Ur Game And I Hope I Can Get Mod I've Never Been Mod Before,Can’t wait for the full version to drop!!,Heehee,Just downloading
