game_name,game_description,game_age,Game Modes,Supported Player Modes,Supported Controllers,Supported Platforms,Category,Genres,Languages,Version,Developer,Publisher,Website,Release Date,Developer Privacy Policy,Space Required
BioMerieux VR 2021,Biomerieux Pioneering Diagnostics Equipment showroom ,3+,Single User,"Sitting, Standing, Roomscale",Touch Controllers,"Quest, Quest 2, Meta Quest Pro",Apps,", Utilities",English,1.5,InterVirtus,BioMerieux,https://www.biomerieux.com.mx/,"Feb 15, 2022","https://www.oculus.com/experiences/quest/3911740052206696/?utm_source=oculusapplab.com&store=quest&item_id=3911740052206696&r=1, https://intervirtus.com/politica-de-privacidad",515.3 MB
