game_name,game_description,game_age,Game Modes,Supported Player Modes,Supported Controllers,Supported Platforms,Category,Genres,Languages,Version,Developer,Publisher,Website,Release Date,Developer Privacy Policy,Developer Terms of Service,Space Required
Hululuup,"This game is all about loops. Fly through as many loops as you can within the time limit. You can also throw orbs through the loops. This game can be relaxing or exhilarating. If you like flying, space or roller coasters, you'll like this game. There are different gameplay modes. Fly through a roller coaster style hoop game. Fly through hoops generated in space. Or fly a little glider. ",3+,Single User,"Sitting, Standing",Touch Controllers,"Quest, Quest 2, Meta Quest Pro",Games,"Arcade, Casual, Flying",English,"0.1.124
(LIVE)",Hololoop Inc,Hololoop Inc,http://www.hululuup.com/game,"Feb 2, 2023","https://www.oculus.com/experiences/quest/6137806349572612/?utm_source=oculusapplab.com&store=quest&item_id=6137806349572612&r=1, https://www.hululuup.com/privacy_policy",Terms of Service,427.1 MB
