game_name,game_description,game_age,Game Modes,Supported Player Modes,Supported Controllers,Supported Platforms,Category,Genres,Languages,Version,Developer,Publisher,Website,Release Date,Developer Privacy Policy,Space Required,review_1,review_2,review_3,review_4
iQIYI VR（爱奇艺VR）,"Looking for the best VR contents and viewing experience? All are within just ONE app. Thousands of IMAX movies, 3D movies, VR panoramic videos, live streaming contents and exclusive interactive VR videos made by our own are right on their way. Enjoy them just at your home! Recommended for use in Chinese mainland. 【海量VR视频】 全景视频：模拟体验极限运动、鬼屋探险，上天入地纵览太空、深海、世界奇观；带你开脑洞进入科幻世界；带你体验超刺激VR游戏；还有小姐姐等你来撩。 互动视频：身临其境参与故事情节、紧急时刻改变故事发展，VR的世界里，你是导演。 【精选3D内容】 3D大片：好莱坞震撼3D大片+虚拟巨幕影院=你自己的私人观影厅。 3D动漫：精选3D动漫，带你击破次元壁化身二次元角色。 【爱奇艺2D片库】 包含爱奇艺站内2D视频片库，海量视频随心看！ 建议在中国大陆地区使用。",3+,Single User,"Sitting, Standing",Touch Controllers,"Quest, Quest 2, Meta Quest Pro",Apps,", Media & Streaming",Chinese (China),YK.07.05.03,iQIYI,"iQIYI, Inc",https://www.iqiyi.com/,"Apr 2, 2021","https://www.oculus.com/experiences/quest/3644305715648004/?utm_source=oculusapplab.com&store&item_id=3644305715648004&r=1, https://www.iqiyi.com/common/privateh5.html",410.5 MB,very good!nice,I can see ads below the screen in movie theater and ads around my studio even if I bought VIP already. This is so annoying.,"Interactive videos can't play. Only for cellphone app version.huh? Video playing always error, like no sound or sth else",anything need buy.
