game_name,game_description,game_age,Game Modes,Supported Controllers,Supported Platforms,Genres,Languages,Version,Developer,Publisher,Website,Release Date,Developer Privacy Policy,Developer Terms of Service,Space Required
World of TicTacToe,Create your character and play Tic-tac-toe with robots in a VR world.,12+,"Single User, Multiplayer",Gamepad,"Quest, Quest 2, Meta Quest Pro","Arcade, Puzzle",English,0.16,VResearch Lab,VResearch Lab,https://vresearchlab.com/,"Nov 21, 2022","https://www.oculus.com/experiences/quest/5698581530203697/?utm_source=oculusapplab.com&store&item_id=5698581530203697&r=1, https://vresearchlab.com/privacy-policy/",Terms of Service,274.5 MB
