game_name,game_description,game_age,Game Modes,Supported Player Modes,Supported Controllers,Supported Platforms,Category,Genres,Languages,Version,Developer,Publisher,Website,Release Date,Developer Privacy Policy,Space Required,review_1,review_2,review_3
Egg Rush VR,A gorilla tag style game with moderator with kick hammer and mod badge cosmetics and a playground and people spawn people in with a construction worker hat,12+,Multiplayer,Standing,Touch Controllers,"Quest, Quest 2, Meta Quest Pro",Games,", Adventure, Casual",English,2,ZippyAndCheddar,Cheddar.gtag,https://crandonmatthew10.wixsite.com/zippyandcheddar,"Jan 12, 2023","https://www.oculus.com/experiences/quest/5829165607129260/?utm_source=oculusapplab.com&store=quest&item_id=5829165607129260&r=1, https://docs.google.com/document/d/1eAykUiJuePhGdFBQlb-6b-oz2lov1XCI1adjCIN95ys/edit",88.2 MB,barely anyone plays this,Cool game,Good
