game_name,game_description,game_age,Game Modes,Supported Player Modes,Supported Controllers,Supported Platforms,Category,Genres,Languages,Version + Release Notes,Developer,Publisher,Website,Release Date,Developer Privacy Policy,Space Required
Colombia in 360: Mompox - Timeless Magical Realism,"“Mompox does not exist, sometimes we dream of her, but she does not exist”. Gabriel García Márquez. Set out on the journey to discover an ancient city hidden among the tropical forests and swamps of Colombia, opening a magical book that will tell you the stories and send you to know every corner of Santa Cruz de Mompox. Turn the pages of Mompox, Timeless Magic Realism and visit the old port of the Magdalena River, a place of great wealth and commerce during the colonial era. Stroll through places that were witnesses to Colombian history, such as Liberty Square, enjoying a selection of beautiful 360 photographs of this city frozen in time, preserved as an open-air museum and declared a World Heritage Site by the UNESCO. Learn about the mompossian culture, the mysteries that its cemetery keeps and the amazing art of weaving jewels with gold threads. With this interactive VR tour, you can experience the charm of Colombia wherever you are. ",3+,Single User,"Sitting, Standing",Touch Controllers,"Quest, Quest 2, Meta Quest Pro",Entertainment,"Documentary, History, Travel & Exploration","English, Spanish (Colombia)",2.0.4,Perspektiva360,Perspektiva 360,https://perspektiva360.com/,"Jan 31, 2022","https://www.oculus.com/experiences/quest/4972457256131612/?utm_source=oculusapplab.com&store=quest&item_id=4972457256131612&r=1, https://onedrive.live.com/?authkey=%21ANrn4itIRmKYUNk&id=3753469530A4F50B%213442709&cid=3753469530A4F50B&parId=root&parQt=sharedby&o=OneUp",169.3 MB
