game_name,game_description,game_age,Game Modes,Supported Controllers,Supported Platforms,Genres,Languages,Version,Developer,Publisher,Website,Release Date,Developer Privacy Policy,Space Required
VRedu,"VRedu is a customizable, immersive, engaging educational experience. It empowers students and educators to come together to collaborate and learn from anywhere across the world. ",12+,"Multiplayer, Single User",Gamepad,"Quest, Quest 2, Meta Quest Pro","Educational, Social",English,1.8.4,Ethan Fieldman,Ethan Fieldman,https://vredu.app/info,"Apr 2, 2021","https://www.oculus.com/experiences/quest/5126241417446210/?utm_source=oculusapplab.com&store=quest&item_id=5126241417446210&r=1, https://vredu.app/privacy",1.15 GB
