game_name,game_description,game_age,Game Modes,Supported Controllers,Supported Platforms,Genres,Languages,Version,Developer,Publisher,Website,Release Date,Developer Privacy Policy,Space Required
Imrsivo Player,Imrsivo player permets d'explorer/visionner les différentes expériences VR réalisé par la communauté.,3+,Single User,Gamepad,"Quest, Quest 2, Meta Quest Pro",360 Experience (non-game),"English, French (France)",0.3,Blumenlab,Blumenlab,https://imrsivo.com/,"Jul 23, 2021","https://www.oculus.com/experiences/quest/3796117943805205/?utm_source=oculusapplab.com&store&item_id=3796117943805205&r=1, https://imrsivo.com/en/privacy-policy/",382.8 MB
