game_name,game_description,game_age,Game Modes,Supported Player Modes,Supported Controllers,Supported Platforms,Category,Genres,Languages,Version,Developer,Publisher,Website,Release Date,Developer Privacy Policy,Space Required
Tonys garage,"The very place where Tony was. There are his holographic screens and mjolnir, check whether you are worthy or not. You are waiting for sensations from which you just want to open your mouth in surprise. There are a lot of poshalki here, I advise you to take everything into your own hands.",3+,Single User,"Standing, Roomscale",Touch Controllers,"Quest 2, Meta Quest Pro",Entertainment,", Science Fiction","English, Russian",1.0,ANIMaUSER,ANIMaUSER,https://animauser.ru/,"Jun 16, 2023","https://www.oculus.com/experiences/quest/6320447724678321/?utm_source=oculusapplab.com&store=quest&item_id=6320447724678321&r=1, https://doc-hosting.flycricket.io/tony-s-garage-privacy-policy/2ebbca78-9229-4780-bab1-27625d42cb3e/privacy",991.6 MB
