game_name,game_description,game_age,Game Modes,Supported Player Modes,Supported Controllers,Supported Platforms,Genres,Languages,Version + Release Notes,Developer,Publisher,Website,Release Date,Developer Privacy Policy,Developer Terms of Service,Space Required
Grove,"Attend Virtual Reality Support Groups with Grove! With Grove, you can find, join, create, and attend virtual reality support groups from the comfort of your home. This allows you to find the right group quicker, remain anonymous, and eliminate the need for transportation. At Grove, we hope that by creating a safe and communal environment, groups will be able to overcome their past traumas and experiences to enjoy a happier, healthier life.",,"Multiplayer, Single User, Co-op","Sitting, Standing, Roomscale",Touch Controllers,"Quest, Quest 2, Meta Quest Pro",", Casual, Relaxation/Meditation, Social",English,.1.0,Sol 5 Studios,Sol 5 Studios,https://grovevr.com/,"Mar 23, 2021","https://www.oculus.com/experiences/quest/4099978766699508/?utm_source=oculusapplab.com&store=quest&item_id=4099978766699508&r=1, https://www.grovevr.com/privacy",Terms of Service,376.3 MB
