game_name,game_description,game_age,Game Modes,Supported Player Modes,Supported Controllers,Supported Platforms,Category,Genres,Languages,Version,Developer,Publisher,Website,Release Date,Developer Privacy Policy,Space Required
Move People,"Play through funny levels which will surely make you burst out laughing and have loads of fun for hours. But not only that, you will also need to use your brain and think carefully to solve tricky puzzles by using your intuition. Every level is individually crafted to present a unique experience in which you move people around by their limbs and throw them around like ragdolls to complete a unique goal and make various poses. With the perfect balance of fun and excitement you'll surely fall in love with this game and the people in it!",12+,Single User,"Sitting, Standing, Roomscale",Touch Controllers,"Quest, Quest 2, Meta Quest Pro",Games,", Casual, Puzzle",English,1.0,Pau Rau,Pau Rau,http://paurau.com/move-people,"Jun 30, 2023","https://www.oculus.com/experiences/quest/6425191017513892/?utm_source=oculusapplab.com&store&item_id=6425191017513892&r=1, http://paurau.com/privacy/move-people/",205.0 MB
