game_name,game_description,game_age,Game Modes,Supported Player Modes,Supported Controllers,Supported Platforms,Category,Genres,Languages,Version,Developer,Publisher,Website,Release Date,Developer Privacy Policy,Developer Terms of Service,Space Required,review_1,review_2,review_3
Squash AR,This is an Augmented Reality game where you can play Squash in your room! The roomscale boundary is the Squash court wall. A simple AR game for exercise.,12+,Single User,Roomscale,Touch Controllers,"Quest, Quest 2, Meta Quest Pro",Games,"Action, Casual, Sports",English,1.3,URAV ADVANCED LEARNING SYSTEMS PVT LTD,URAV ADVANCED LEARNING SYSTEMS PVT LTD,https://uralstech.in/,"Feb 6, 2023","https://www.oculus.com/experiences/quest/9005281436156314/?utm_source=oculusapplab.com&store=quest&item_id=9005281436156314&r=1, http://drravikumar.in/arsquash_privacypolicy.html",Terms of Service,85.5 MB,Can't even pick up racket to play? Needs work.,Can’t pick up the racket or ball,Nothing showed up. Blank screen
