game_name,game_description,game_age,Game Modes,Supported Player Modes,Supported Controllers,Supported Platforms,Genres,Languages,Version,Developer,Publisher,Website,Release Date,Developer Privacy Policy,Space Required
Pew Pew,Protect your farm against birds stealing your grains. Shoot them down with rubber bullets and score to compete with others on the leader board. Play through a range of area from 90 degree Field of action to 360 degree complete mayhem. Just keep your senses awake and shoot them down as soon as they jump out of their hideouts.,3+,Single User,"Sitting, Standing, Roomscale",Touch Controllers,"Quest, Quest 2, Meta Quest Pro","Adventure, Arcade, Shooter",English,2.0,Youth Buzz,Youth buzz Educom LLP,https://theyouthbuzz.com/,"Jul 21, 2021","https://www.oculus.com/experiences/quest/5539094722774965/?utm_source=oculusapplab.com&store=quest&item_id=5539094722774965&r=1, https://theyouthbuzz.com/privacy-policy/",240.1 MB
