game_name,game_description,game_age,Game Modes,Supported Player Modes,Supported Controllers,Supported Platforms,Genres,Languages,Version + Release Notes,Developer,Publisher,Website,Release Date,Developer Privacy Policy,Developer Terms of Service,Space Required
XR MANGA FIST OF THE NORTHSTAR【The First Edition】Volume 1-6 Set,"The immortal masterpiece ""Fist of the North Star"", which has enthusiastic fans all over the world, is now available as the first installment of the XR Manga series! You can read ""Fist of the North Star"" like never before in a VR space that perfectly reproduces the world view. You can also enjoy the rhythm game ""I am Kenshiro"" where you can become Kenshiro yourself, and ""VR Figure"" where you can play with Kenshiro as a VR figure.",16+,Single User,"Sitting, Standing","Touch Controllers, Hand Tracking","Quest, Quest 2, Meta Quest Pro",Utility,"English, Japanese",1.0.12,"MEDIA DO Co., Ltd.","MEDIA DO Co., Ltd.",https://xr-manga.com/,"Dec 16, 2021","https://www.oculus.com/experiences/quest/4211416562300820/?utm_source=oculusapplab.com&store=quest&item_id=4211416562300820&r=1, https://xr-manga.com/privacy/",Terms of Service,775.5 MB
