game_name,game_description,game_age,Game Modes,Supported Player Modes,Supported Controllers,Supported Platforms,Category,Genres,Languages,Version,Developer,Publisher,Website,Release Date,Developer Privacy Policy,Space Required,review_1,review_2,review_3
Genesis,"Chaos, rebirth and catastrophes mark the history of Earth, yet mankind exists. 4.7 billion years of evolution condensed into a 24 hour metaphor reveal: We are children of galactic luck, born in the final second of eternity. As time travelers we immerse into unknown spheres. Unreal, mystical and daunting, yet full of breath-taking landscapes and creatures that truly existed before. We see the young, glowing earth surrounded by cosmic debris, fly over endless oceans of darkness and move through a magical underwater world. Emerging from the water an enchanted land unveils: a paradise of prehistorical jungle and giant insects, followed by mass extinction – until a new cycle starts that surrounds us with bombastic dinosaurs who conquer the earth, before meeting with extinction too. Then finally, we come face to face with our human ancestors, catching glimpses of their achievements and our legacy. What remains is an intense impression of the earth and the insurmountable",3+,Single User,"Sitting, Standing",Touch Controllers,"Quest, Quest 2, Meta Quest Pro",Entertainment,", Documentary, Movies, Travel & Exploration",English,1.0,FaberCourtial,Faber Courtial,https://faber-courtial.de/,"Apr 17, 2023","https://www.oculus.com/experiences/quest/5973067346124586/?utm_source=oculusapplab.com&store=quest&item_id=5973067346124586&r=1, https://faber-courtial.de/privacy-policy-app/",157.5 MB,,,
