game_name,game_description,game_age,Game Modes,Supported Player Modes,Supported Controllers,Supported Platforms,Category,Genres,Languages,Version,Developer,Publisher,Website,Release Date,Developer Privacy Policy,Space Required
Noob Runners,"This game doesn't have a story, you can do whatever you want. You have to move around the map using your hands.",3+,"Multiplayer, Single User",Standing,Touch Controllers,"Quest, Quest 2, Meta Quest Pro",Games,", Action, Adventure, Casual",English,1.1.0,NoobZoid,NoobZoid,https://sites.google.com/view/noobrunners/,"May 22, 2023","https://www.oculus.com/experiences/quest/9331852566888716/?utm_source=oculusapplab.com&store&item_id=9331852566888716&r=1, https://sites.google.com/view/noobrunners/privacy",154.1 MB
