game_name,game_description,game_age,Game Modes,Supported Player Modes,Supported Controllers,Supported Platforms,Genres,Languages,Version,Developer,Publisher,Website,Release Date,Developer Privacy Policy,Developer Terms of Service,Space Required
Rai Cinema Channel,"Rai è la prima media company a lanciare un’APP VR tutta italiana, per offrire ai propri utenti una vasta gamma di contenuti originali in realtà virtuale. Con l’APP potrai fruire contenuti esclusivi lineari e VR 360°, per vivere un’esperienza immersiva nel “cinema virtuale"" di Rai Cinema al fianco delle star sui red carpet dei festival cinematografici, guardare interviste e immergerti in corti e documentari VR. Una volta scaricata la APP ed indossato il visore, potrai scegliere se muoverti con il controller o camminare fisicamente nello spazio circostante. Nel Foyer avrai a disposizione dei punti interattivi come un proiettore storico del Museo Nazionale del Cinema di Torino ricostruito in 3D, l'angolo dei premi Rai Cinema e gli ingressi per le sale dei video lineari e VR 360°. Selezionando le locandine, verrai proiettato direttamente nella sala per visionare il contenuto scelto. Troverai i video lineari all'interno della Sala Cinema, mentre i video 360° sulla sfera della Sala VR.",12+,Single User,"Sitting, Standing, Roomscale",Touch Controllers,"Quest, Quest 2, Meta Quest Pro",", Media Player, Movie, Music Video",Italian,"1
(LIVE)",RAI Radiotelevisione Italiana S.p.A.,RAI Radiotelevisione Italiana S.p.A.,https://www.rai.it/raicinema/,"Jan 21, 2022","https://www.oculus.com/experiences/quest/4545177425565536/?utm_source=oculusapplab.com&store=quest&item_id=4545177425565536&r=1, https://www.rai.it/privacy/PrivacyPolicy.html",Terms of Service,148.8 MB
