game_name,game_description,game_age,Game Modes,Supported Player Modes,Supported Controllers,Supported Platforms,Genres,Languages,Version + Release Notes,Developer,Publisher,Website,Release Date,Developer Privacy Policy,Space Required
SavannaXR,"Meet K-celebrity in metaverse. Famous K-celeb's performance shows open in several stages. Complete 6-DoF 3D real celeb will meet with you. You can look around or close to influencer freely. In cosmic space, seaside, alien planet, fairy-tale forest and fractal club, influencer's fantastic performance fascinate you. This is not fake human, awkward virtual influencer is gone. Real influencer shows real performance in metaverse! Volumetric capture based real influencer make a sense of realism.",12+,Single User,"Roomscale, Standing","Hand Tracking, Touch Controllers","Quest, Quest 2, Meta Quest Pro",", 360 Experience (non-game), Music Video",English,1.0,mn-nh,"Mn_nH, Inc.",http://www.savanna-xr.com/,"May 5, 2023","https://www.oculus.com/experiences/quest/5514842428565035/?utm_source=oculusapplab.com&store=quest&item_id=5514842428565035&r=1, http://www.mn-nh.com/savannaxr-privacy-policy-for-meta/",371.5 MB
