game_name,game_description,game_age,Game Modes,Supported Player Modes,Supported Controllers,Supported Platforms,Genres,Languages,Version,Developer,Publisher,Website,Release Date,Developer Privacy Policy,Space Required,review_1
Thunder Gladiator - Fighting Game,In this game you can play with the best clans of gladiators. Go to the armory and take your sword with a sharp blade. Put your sandals on and step in where your adventure begins in the best fighting and strategy game. This is the unique strategy game where you can show your skills to all gladiator clans. Use tactically adventitious war strategy to beat your enemies. Some of them could be iron strong Apply stealth to defeat them. Level-up your characteristics and evolve into the best warrior.,16+,"Single User, Multiplayer","Standing, Roomscale","Touch Controllers, Gamepad","Quest, Quest 2, Meta Quest Pro",", Fighting",English,1.0.1,XZ Solutions,Skippy Apps PTY LTD.,https://skippyapps.com/,"Jul 19, 2022","https://www.oculus.com/experiences/quest/7734850893256565/?utm_source=oculusapplab.com&store=quest&item_id=7734850893256565&r=1, https://skippyapps.com/privacy.html",117.6 MB,It has ira goof points .... but its glitchy and the opponent moves way beyond the boundary line.... which could make it more dangerous for players.
