game_name,game_description,game_age,Game Modes,Supported Player Modes,Supported Controllers,Supported Platforms,Category,Genres,Languages,Version + Release Notes,Developer,Publisher,Website,Release Date,Developer Privacy Policy,Space Required,review_1,review_2,review_3,review_4,review_5
Monkey Sprinters VR,Welcome to the Official Monkey Sprinters. Hey you Yes you if you see 2 Monkey Sprinters The other one is FAKE THEY COPIED US CAUSE THEY ARE BOZOS,3+,Multiplayer,"Standing, Roomscale",Touch Controllers,"Quest, Quest 2, Meta Quest Pro",Games,", Casual",English,Project Protogen Hopefully Only Up Fix,Monkey Sprinters VR,Eli And Toast,https://linktr.ee/monkeysprinters,"Jul 5, 2023","https://www.oculus.com/experiences/quest/6217882304931740/?utm_source=oculusapplab.com&store&item_id=6217882304931740&r=1, https://docs.google.com/document/d/172Fnc3QLwW9zmw1IcG2D6Qb9CWM7NVKf5q3iXNp04us/edit",230.5 MB,,,,,
