game_name,game_description,game_age,Game Modes,Supported Player Modes,Supported Controllers,Supported Platforms,Category,Genres,Languages,Version + Release Notes,Developer,Publisher,Website,Release Date,Developer Privacy Policy,Space Required,review_1
Quiver Quest,"What does it take to carry a bow and quiver with honor? Quiver Quest is a stimulating single player game which leads the player through various tasks to earn their quiver. The first release has one level, but the full story will be told in the succeeding three levels, each to be released as an update.",16+,Single User,"Standing, Sitting",Touch Controllers,"Quest, Quest 2, Meta Quest Pro",Games,Adventure,English,4.0.4.6,Orca Universal,Orca Virtual,https://orcavirtual.com/,"Nov 1, 2021","https://www.oculus.com/experiences/quest/3982099088544024/?utm_source=oculusapplab.com&store=quest&item_id=3982099088544024&r=1, https://orcavirtual.com/privacy.html",579.0 MB,
