game_name,game_description,game_age,Game Modes,Supported Player Modes,Supported Controllers,Supported Platforms,Genres,Languages,Version,Developer,Publisher,Website,Release Date,Developer Privacy Policy,Developer Terms of Service,Space Required,review_1
MRRox,"MRRox for MRXPO. Professional virtual event platform for exhibitions, trade shows and conferences. Cross platform support: PC, Mac, Android, iOS, Quest, HoloLens, WindowsMR Visit to learn more: https://www.mrxpo.com/wp/ Sign up for free: https://www.mrxpo.com/join/",3+,Multiplayer,"Sitting, Standing, Roomscale","Touch Controllers, Hand Tracking","Quest, Quest 2, Meta Quest Pro","Productivity, Social",English,2.0.0,MRXPO Inc.,MRXPO Inc.,https://www.mrxpo.com/wp/,"Mar 31, 2021","https://www.oculus.com/experiences/quest/3390740867699336/?utm_source=oculusapplab.com&store=quest&item_id=3390740867699336&r=1, https://www.mrxpo.com/wp/privacy-policy/",Terms of Service,364.8 MB,Attend a business lanch party in VR.
