game_name,game_description,game_age,Game Modes,Supported Player Modes,Supported Controllers,Supported Platforms,Category,Genres,Languages,Version,Developer,Publisher,Website,Release Date,Developer Privacy Policy,Space Required,review_1
AltraTerra ArchViz,Customizable architectural visualization example experience.,3+,Single User,"Sitting, Standing, Roomscale",Touch Controllers,"Quest, Quest 2, Meta Quest Pro",Apps,", Utilities",English,0.1,InterVirtus,Inter Virtus,https://intervirtus.com/,"Feb 9, 2022","https://www.oculus.com/experiences/quest/4619339274848601/?utm_source=oculusapplab.com&store=quest&item_id=4619339274848601&r=1, https://intervirtus.com/politica-de-privacidad",951.8 MB,This is a nice little VR real estate showing. At least for Quest.
