game_name,game_description,game_age,Game Modes,Supported Player Modes,Supported Controllers,Supported Platforms,Genres,Languages,Version + Release Notes,Developer,Publisher,Website,Release Date,Developer Privacy Policy,Space Required,review_1
Legend Of The ShieldBearers,"An Action arcade game. Use your controllers as shields to defend yourself from meteors, ghosts, viruses and more. Enjoy a quirky game made by an even quirkier developer.",3+,Single User,"Sitting, Roomscale, Standing",Touch Controllers,"Quest, Quest 2, Meta Quest Pro",", Action, Arcade, Casual",English,"0.3
(LIVE)",Jremmes Labs,Space Pup Studio,https://www.spacepupstudio.com/,"Jun 11, 2021","https://www.oculus.com/experiences/quest/3654530584667423/?utm_source=oculusapplab.com&store&item_id=3654530584667423&r=1, https://www.spacepupstudio.com/privacy-policy",255.2 MB,Plays well so far and can’t wait to see where it goes. Definitely a work out for the arms and loving the themes!
