game_name,game_description,game_age,,Developer Privacy Policy,review_1,review_2,review_3,review_4,review_5
Throwing Punches,"Throwing Punches is a boxing game where you can punch your opponents from a distance. Throw your punches and control them in flight while dodging enemy attacks. It can be a real workout! You can slow down time if the situation gets out of control. Go through 12 levels consisting of 4 stages each as fast as you can to stand at the top of the leaderboards! Test yourself in Endless Random mode - whether you clear the stage or not - you never know what comes next! Experiment with modifiers - make your fists go faster, disable gravity, or change the slow motion controls! Now with three ways to control slow motion: manual, ""if you move, time moves"" and ""time slows down when bullets are nearby""",7+,,https://www.oculus.com/experiences/quest/3808435615915252/?utm_source=oculusapplab.com&store&item_id=3808435615915252&r=1,,,,,
