game_name,game_description,game_age,Game Modes,Supported Player Modes,Supported Controllers,Supported Platforms,Genres,Languages,Version,Developer,Publisher,Website,Developer Privacy Policy,Space Required,review_1
City Adventure,"Welcome to our cities.Here, you will embark on an interesting journey of exploration.Here you may see dancing enemies! Enjoy it. Press the key X to move. Press the right trigger to fire. ",3+,"Single User, Multiplayer, Co-op","Sitting, Standing, Roomscale",Touch Controllers,"Quest, Quest 2, Meta Quest Pro",", Adventure, Fighting, Shooter",English,1.5,kfz shj,shj,http://43.135.146.122:8888/home.html,"https://www.oculus.com/experiences/quest/3918164398309085/?utm_source=oculusapplab.com&store&item_id=3918164398309085&r=1, http://43.135.146.122:8888/privacy.html",1.13 GB,"All kinds of city scenes and dancing monsters, ha ha"
