game_name,game_description,game_age,Game Modes,Supported Player Modes,Supported Controllers,Supported Platforms,Category,Genres,Languages,Version + Release Notes,Developer,Publisher,Website,Release Date,Developer Privacy Policy,Space Required,review_1,review_2,review_3
Gorilla Parkour,"Race against friends or strangers, parkour across maps, hang out in the main hub, check out the levels, theres many things to do in GORILLA PARKOUR",3+,Multiplayer,"Roomscale, Standing",Touch Controllers,"Quest, Quest 2, Meta Quest Pro",Games,", Casual, Social, Sports",English,0.51,AnomalyStudios,Anomaly Studios,https://sites.google.com/view/anomalystudiosvr/home,"Mar 17, 2023","https://www.oculus.com/experiences/quest/8842023719203576/?utm_source=oculusapplab.com&store=quest&item_id=8842023719203576&r=1, https://sites.google.com/view/anomalystudiosvr/privacy-policy?authuser=0",215.7 MB,,,
