game_name,game_description,game_age,Game Modes,Supported Player Modes,Supported Controllers,Supported Platforms,Genres,Languages,Version + Release Notes,Developer,Publisher,Website,Release Date,Developer Privacy Policy,Space Required,review_1,review_2,review_3,review_4,review_5
Couch,"Watch YouTube™️ together in VR! Meet new people in the lobby Watch videos with friends Watch a movie with your crush On Couch, you can watch any YouTube video in a public or private room. It’s a great way to watch tv with someone on the other side of the world.",12+,Multiplayer,"Sitting, Standing, Roomscale",Touch Controllers,"Quest, Quest 2, Meta Quest Pro",", Media Player, Movie, Social",English,1.8.0-AP-c4c0a167,Cheerio,Mr. Cheerio,https://www.cheerioworld.com/,"Nov 15, 2021","https://www.oculus.com/experiences/quest/4492579950762679/?utm_source=oculusapplab.com&store&item_id=4492579950762679&r=1, https://www.cheerioworld.com/privacy",511.6 MB,The game used to be good and fun but one of the new updates made it so you could not watch anything pg 13 witch is the age requirement for oculus if you want more freedom go to big screen beta (I will delete this review when the developers change the age filter) PS I feel bad writing this review but me and my can’t watch what we want to watch because of the age filter but people can put on beast feeding vids but I can’t watch horror videos,"This app is pretty bad with the new update, most of the videos are unavailable. If it gets better I’ll check it back out until then you should use big screen.",It good,"Rooms should be able to be PW locked, random people popping in is not idea. Cant find much on youtube, its like not all of youtube is available.",……………………………. ……. x …….. …. x ………………. .. x …. …. .. x …. • n • …. …………………………………... ………………… | | | |
