game_name,game_description,game_age,Game Modes,Supported Controllers,Supported Platforms,Category,Genres,Languages,Version,Developer,Publisher,Website,Release Date,Developer Privacy Policy,Space Required
Dizzy,"Get dizzy with your friends with this fun, full of content vr offering from lifeto. Getting dizzy is easy with the tons of spinny content",3+,Single User,Gamepad,"Quest, Quest 2, Meta Quest Pro",Apps,", Lifestyle",English,1.0,lifeto llc,lifeto llc,https://lifeto.company/,"Jan 9, 2023","https://www.oculus.com/experiences/quest/5723431371096958/?utm_source=oculusapplab.com&store=quest&item_id=5723431371096958&r=1, https://lifeto.company/dizzy/",292.6 MB
