game_name,game_description,game_age,,Developer Privacy Policy,review_1,review_2
Ok What's Next,"Ok What's Next is a two-player asymetric co-op game made on the Global Game Jam 2021 where you and your friend have to team up on a call (or just being in the same room) to explore an island and find the treasure, one plays the game, the other guide with the captain's guide.",3+,,https://www.oculus.com/experiences/quest/3951823418218701/?utm_source=oculusapplab.com&store&item_id=3951823418218701&r=1,,
