game_name,game_description,game_age,Game Modes,Supported Player Modes,Supported Controllers,Supported Platforms,Genres,Languages,Version,Developer,Publisher,Website,Release Date,Developer Privacy Policy,Space Required
Hello My Town,"Hello My Town is a game in which you chase away the 'Ghosts' who invade the house with a bow, a shuriken, or a water drop toy gun. In addition to fighting ghosts, there are various fun activities where you can freely pick, throw, and hit objects in the house, such as drums, xylophones, baseball bats, and bowling balls.",3+,Single User,Standing,Touch Controllers,"Quest, Quest 2, Meta Quest Pro",", Casual",English,1.0,YJM GAME,Hello My Town,http://yjmgames.com/,"Aug 1, 2022","https://www.oculus.com/experiences/quest/5031301496929942/?utm_source=oculusapplab.com&store&item_id=5031301496929942&r=1, https://www.escapepointvr.com/terms/privacyPolicy",671.3 MB
