game_name,game_description,game_age,Game Modes,Supported Player Modes,Supported Controllers,Supported Platforms,Genres,Languages,Version,Developer,Publisher,Website,Release Date,Developer Privacy Policy,Developer Terms of Service,Space Required,review_1,review_2
Light Playground,Light Playground helps you explore your creativity through playing toys. Light Playground is an engaging and immersive experience for everyone to relax and have fun time bringing your imagination to life. - Select and move toys using virtual reality controllers - Create and Visualise your creations in Virtual Reality - Use different kinds of toys with one another to bring your imagination to life - Save your creations and reuse them again in future,3+,Single User,"Roomscale, Standing",Touch Controllers,"Quest, Quest 2, Meta Quest Pro",", Art/Creativity",English,1.1,Light Verse Private Limited,Light Verse Private Limited,https://www.lightverse.tech/products/playground,"Aug 3, 2022","https://www.oculus.com/experiences/quest/4930408323737763/?utm_source=oculusapplab.com&store&item_id=4930408323737763&r=1, https://www.lightverse.tech/privacy-policy",Terms of Service,165.4 MB,"I literally haven’t actually played the game yet, but 5 stars on the concept alone",Its amazing how you can select and move blocks using your controllers and visualise your hands in VR.
