game_name,game_description,game_age,Game Modes,Supported Player Modes,Supported Controllers,Supported Platforms,Genres,Languages,Version + Release Notes,Developer,Publisher,Website,Release Date,Developer Privacy Policy,Space Required,review_1
Pinball Wiznerd,In this game you will use your head to solve puzzles while you use your staff to stop the pinball. You might not want to get them confused.,3+,Single User,"Sitting, Standing, Roomscale",Touch Controllers,"Quest, Quest 2, Meta Quest Pro","Arcade, Casual, Puzzle",English,0.1.3.2,EnVRtainment,EnVRtainment,https://sites.google.com/view/envrtainment-llc/home?authuser=0,"Nov 11, 2022","https://www.oculus.com/experiences/quest/5545266838927908/?utm_source=oculusapplab.com&store=quest&item_id=5545266838927908&r=1, https://sites.google.com/view/envrtainment-llc/home/privacy-policy?authuser=0",118.8 MB,Fun spin on the normal pinball genre.
