game_name,game_description,game_age,Game Modes,Supported Player Modes,Supported Controllers,Supported Platforms,Category,Genres,Languages,Version + Release Notes,Developer,Publisher,Website,Release Date,Developer Privacy Policy,Space Required
MarketAmerica VR Labs,"Learn about Market America, becoming an UnFranchise Owner as well as see where our customers are coming from all over the world! ",3+,Single User,"Sitting, Standing, Roomscale","Hand Tracking, Touch Controllers","Quest, Quest 2, Meta Quest Pro",Apps,"360 Experience (non-game), Educational",English,1.28.2,MALabs,Market America,https://www.marketamerica.com/,"Jun 14, 2021","https://www.oculus.com/experiences/quest/3696941333737179/?utm_source=oculusapplab.com&store=quest&item_id=3696941333737179&r=1, https://www.marketamerica.com/site/privacy-policy/?&localeCode=en&redirect=true",1.03 GB
