game_name,game_description,game_age,Game Modes,Supported Player Modes,Supported Controllers,Supported Platforms,Category,Genres,Languages,Version,Developer,Publisher,Website,Release Date,Developer Privacy Policy,Developer Terms of Service,Space Required,review_1,review_2,review_3,review_4
kikachu,"Kikachu run, jump, hide, play with your freinds go to the scary deep of mines with horror.",3+,Multiplayer,Roomscale,Touch Controllers,"Quest, Quest 2, Meta Quest Pro",Apps,Social,English,0.10,Dogoooo,dog2343544,https://sites.google.com/view/kikachu-games/home,"Feb 14, 2023","https://www.oculus.com/experiences/quest/5493885247374060/?utm_source=oculusapplab.com&store=quest&item_id=5493885247374060&r=1, https://sites.google.com/view/kikachu-privacy-policy/home",Terms of Service,165.2 MB,simply the best game,The best fan game ever,I really like this game I like the design and it’s something new.,It really a good game they have a discord that’s nice and a good game 5 stars
