game_name,game_description,game_age,Game Modes,Supported Player Modes,Supported Controllers,Supported Platforms,Category,Genres,Languages,Version,Developer,Publisher,Website,Release Date,Developer Privacy Policy,Developer Terms of Service,Space Required,review_1,review_2,review_3,review_4,review_5
Beta OLD Version,"WE ARE LIVE ON STORE. Search for ""ShapesXR"" and use the store version instead. This is the OLD version of ShapesXR. It won't work. Try the released version on Store.",12+,"Multiplayer, Single User","Sitting, Standing, Roomscale",Touch Controllers,"Quest, Quest 2, Meta Quest Pro",Apps,", Creativity & Design",English,0.0.1.2293,Shapes Corp,Shapes Corp,https://www.shapesxr.com/,"Jun 10, 2021","https://www.oculus.com/experiences/quest/3823105514410959/?utm_source=oculusapplab.com&store&item_id=3823105514410959&r=1, https://www.shapesxr.com/privacy",Terms of Service,467.8 MB,,,,,
