game_name,game_description,game_age,Game Modes,Supported Player Modes,Supported Controllers,Supported Platforms,Category,Genres,Languages,Version,Developer,Publisher,Website,Release Date,Developer Privacy Policy,Space Required,review_1
Noice Monkeys,Noice Monkeys is a multiplayer gorilla tag inspired game that you run arround with your hands as a monkey and have fun. You can also style out your monkey in the shop area.,7+,"Multiplayer, Co-op","Standing, Roomscale",Touch Controllers,"Quest 2, Meta Quest Pro",Games,"Action, Casual, Horror","English, Bulgarian",0.9.1.2.4,TheV1sitor,TheV1sitor,https://sites.google.com/view/noice-monkeys,"Apr 20, 2023","https://www.oculus.com/experiences/quest/9133804043327644/?utm_source=oculusapplab.com&store=quest&item_id=9133804043327644&r=1, https://sites.google.com/view/noice-monkeys/privacy-policy?authuser=0",143.2 MB,good
