game_name,game_description,game_age,Game Modes,Supported Player Modes,Supported Controllers,Supported Platforms,Category,Genres,Languages,Version,Developer,Publisher,Website,Release Date,Developer Privacy Policy,Space Required,review_1
Morpheus Beta Program,"This app is dedicated for beta testers who actively use our platform to try out new features that are incompatible with the current version of the Morpheus Metaverse. For the current version, look up ‘Morpheus Metaverse’ app on the AppLab.",12+,Multiplayer,"Sitting, Standing",Touch Controllers,"Quest 2, Meta Quest Pro",Entertainment,Experimental,English,5.1.0,MorpheusXR,Morpheus XR,https://morpheusxr.com/,"Feb 11, 2022","https://www.oculus.com/experiences/quest/4091701244257905/?utm_source=oculusapplab.com&store=quest&item_id=4091701244257905&r=1, https://morpheusxr.com/privacy-policy/",311.4 MB,Have to have pairing code
