game_name,game_description,game_age,Game Modes,Supported Player Modes,Supported Controllers,Supported Platforms,Category,Genres,Languages,Version,Developer,Publisher,Website,Release Date,Developer Privacy Policy,Space Required
Gorilla Sports (Retired),"This game has been retired. This is an interesting VR sports competitive game. You play as a gorilla. You can play soccer, volleyball, handball, water polo, FPS and so on as a gorilla with other players! The locomotion is inspired by Gorilla Tag. You can run, jump, and hit the ball using only your hands. This game is free, and you can play with other players.",3+,"Single User, Multiplayer, Co-op","Standing, Roomscale",Touch Controllers,"Quest, Quest 2, Meta Quest Pro",Games,"Action, Simulation, Sports",English,6.0.1,Fengu Studio,Fengu Studio,http://gorilla.manyatang.com/gorilla_sports,"Mar 30, 2023","https://www.oculus.com/experiences/quest/5617638665007650/?utm_source=oculusapplab.com&store=quest&item_id=5617638665007650&r=1, http://gorilla.manyatang.com/gorilla_sports/Privacy%20Policy.pdf",838.4 MB
