game_name,game_description,game_age,Game Modes,Supported Player Modes,Supported Controllers,Supported Platforms,Genres,Languages,Version + Release Notes,Developer,Publisher,Website,Release Date,Developer Privacy Policy,Developer Terms of Service,Space Required,review_1,review_2
Space Shooter,"If you are a big fan of arcade shooting games like Galaxia, galaxian and Galactica with the new modern combat, and want to bring freedom in the galaxy games, so Space shooter: Galaxy attack is the perfect game for you. With classic free space games genre, an old game with a new context, Space shooter: Galaxy attack puts you on fire with infinity space shooting. You will be faced lots of evil enemies and deal with many striker bosses in galaxy wars. Are you sure you will survive in the war of alien shooter? =* FEATURE *= - Different worlds - Interactive space shooting game - Stunning designs, amazing lighting, and special effects. - Amazing space world experience =* HOW TO PLAY *= - Use the yoke/joystick to control your spaceship dodge the enemy's bullets. - Use the index trigger to fight with giant enemies and alien invaders. - Avoid asteroids and enemy spacecraft The Galaxy's future is now in your hands. Get your ship ready for space attack in this arcade galaxy shooter game",7+,Single User,"Sitting, Standing",Touch Controllers,"Quest, Quest 2, Meta Quest Pro",", Action, Adventure, Flying","English, English (US), English (Australia), English (Canada), English (South Africa), English (UK)",1.02,Thunder Game Development Studio,Thunder Game Development Studio,https://www.thundergamestudio.com/,"Mar 29, 2021","https://www.oculus.com/experiences/quest/3653623208049973/?utm_source=oculusapplab.com&store=quest&item_id=3653623208049973&r=1, https://www.thundergamestudio.com/privacy_policy.html",Terms of Service,132.4 MB,,
