game_name,game_description,game_age,Game Modes,Supported Player Modes,Supported Controllers,Supported Platforms,Category,Genres,Languages,Version,Developer,Publisher,Website,Release Date,Developer Privacy Policy,Space Required,review_1,review_2
Dentist Simulator,"Who has never been afraid to go to the dental office? But now, it's your turn to be the dentist! So get the anesthetic syringe and the pliers, because all the teeth will be yours. But... watch out! Sharp instruments must be used wisely. So, welcome to the most real and fun dentist simulator in the store! You will have to apply anesthesia, cut and remove gums, extract one or more teeth, stop bleeding, and prescribe medication. Surely you are already able to perform these tasks, right? From now on it is you who will put your virtual hands inside the mouths of patients, But, take it easy, so as not to leave them stressed or toothless.",18+,Single User,"Sitting, Standing, Roomscale",Touch Controllers,"Quest, Quest 2, Meta Quest Pro",Games,"Education, Simulation",English,4.0,artificiumgamestudio,Artificium Studio,https://artificiumstudio.com/,"Nov 23, 2022","https://www.oculus.com/experiences/quest/8431883286853700/?utm_source=oculusapplab.com&store=quest&item_id=8431883286853700&r=1, https://artificiumstudio.com/privacy-policy/",554.3 MB,"This game is amazing! everybody should try it, it is possible to feel like a dentist in a real situation and it is very funny to play! Totally recommend it!","This game is fantastic and challenging, I really felt inside a dentist extracting teeth from patients :) I look forward to new updates."
