game_name,game_description,game_age,Game Modes,Supported Player Modes,Supported Controllers,Supported Platforms,Category,Genres,Languages,Version,Developer,Publisher,Website,Release Date,Developer Privacy Policy,Space Required,review_1,review_2
Under the Skin,A virtual reality 3D simulation to educate current and future healthcare providers on the dangers of vesicant chemotherapy drugs' leakage and how to apply the best evidence in treating vesicant extravasation when it occurs.,3+,Single User,Sitting,Touch Controllers,"Quest, Quest 2, Meta Quest Pro",Apps,", Health & Fitness",English,1.4.1,XR Initiative Umich,University of Michigan,https://ai.umich.edu/projects/getting-under-the-skin/,"Apr 8, 2022","https://www.oculus.com/experiences/quest/4263226607121330/?utm_source=oculusapplab.com&store&item_id=4263226607121330&r=1, https://ai.umich.edu/academic-innovation-website-privacy-policy/",490.2 MB,Pancreatic cancer in particular.,"sdfgbvdfghnvmjhyhgmnfhghhmjujku7jm,hjyhgmnbvhtn"
