game_name,game_description,game_age,Game Modes,Supported Player Modes,Supported Controllers,Supported Platforms,Genres,Languages,Version + Release Notes,Developer,Publisher,Website,Release Date,Developer Privacy Policy,Developer Terms of Service,Space Required
Shelley's Creation,"Shelley’s Creation is an immersive theater that presents Mary Shelley’s inspirations to create the famous sci-fi gothic novel - Frankenstein, or The Modern Prometheus. Put on your headset to attend this multiplayer exploration. You are traveling as a ghost to the year 1816 when Mary Shelley started her novel - Frankenstein. You found yourself inside part of the story of Mary Shelley’s Frankenstein, Lord Byron and Percy Shelley’s poems in the romanticism era, and John Milton’s Paradise Lost. Which ways will you choose? The paths to paradise or hell?",12+,"Multiplayer, Single User","Sitting, Standing",Touch Controllers,"Quest, Quest 2, Meta Quest Pro",", Documentary & History, Educational",English,0.75,"ScienceVR, Inc.","ScienceVR, Inc.",https://sciencevr.com/,"Mar 23, 2021","https://www.oculus.com/experiences/quest/4990224251048564/?utm_source=oculusapplab.com&store&item_id=4990224251048564&r=1, https://www.sciencevr.com/privacy-policy",Terms of Service,666.9 MB
