game_name,game_description,game_age,Game Modes,Supported Player Modes,Supported Controllers,Supported Platforms,Category,Genres,Languages,Version + Release Notes,Developer,Publisher,Website,Release Date,Developer Privacy Policy,Space Required
Pixial,"View YOUR models securely in an immersive virtual environment. SECURE Built with security in mind! - Enterprise login support including 2FA - Data stays secure in OneDrive cloud storage EASY TO EXPLORE - Drive, fly, or teleport your way through a scene - Reach out and grab a part, and scale it up or down - Explode a CAD assembly - Slice through a model to see what’s inside READY FOR DESIGN REVIEWS - Mark up models with a pen - Take measurements - Upload screen shots to OneDrive",12+,Single User,"Sitting, Standing, Roomscale",Touch Controllers,"Quest, Quest 2, Meta Quest Pro",Apps,", Business",English,0.8.4,INV3RSION LLC,INV3RSION LLC,https://www.pixial.app/,"Dec 8, 2022","https://www.oculus.com/experiences/quest/4644419462329853/?utm_source=oculusapplab.com&store=quest&item_id=4644419462329853&r=1, https://www.inv3rsion.com/privacy",316.7 MB
