game_name,game_description,game_age,Game Modes,Supported Player Modes,Supported Controllers,Supported Platforms,Category,Genres,Languages,Version,Developer,Publisher,Website,Release Date,Developer Privacy Policy,Developer Terms of Service,Space Required
VR Bowling,VLURA Virtual Bowling premium bowling alley bowling vr,3+,"Single User, Multiplayer, Co-op","Sitting, Standing, Roomscale",Touch Controllers,"Quest, Quest 2, Meta Quest Pro",Games,", Arcade, Simulation, Sports",English,7,Vlura,vlura,https://vlura.com/,"Jan 13, 2023","https://www.oculus.com/experiences/quest/5886433504766454/?utm_source=oculusapplab.com&store=quest&item_id=5886433504766454&r=1, https://vlura.com/privacy/",Terms of Service,631.7 MB
