game_name,game_description,game_age,Game Modes,Supported Player Modes,Supported Controllers,Supported Platforms,Genres,Languages,Version + Release Notes,Developer,Publisher,Website,Release Date,Developer Privacy Policy,Space Required
Applandia,"Applandia delivers the best indie apps games for the Quest including in future iterations: reviews, walkthroughs and many more fun and interactive features. Set in a beautiful space themed 360 3D environment!",3+,Single User,"Sitting, Standing, Roomscale",Touch Controllers,"Quest, Quest 2, Meta Quest Pro",", 360 Experience (non-game)",English,2.0,lifeto llc,lifeto llc,https://lifeto.company/,"Jul 8, 2022","https://www.oculus.com/experiences/quest/5053367784788667/?utm_source=oculusapplab.com&store=quest&item_id=5053367784788667&r=1, https://lifeto.company/applandia/",268.8 MB
