game_name,game_description,game_age,,Developer Privacy Policy,review_1,review_2,review_3,review_4,review_5
That Time in Jack's Basement,"""Remember that time I got trapped in Jacks Basement and 1000 giant spiders tried to eat me!"" ""Err. no. I remember when you went into the basement and saw a spider and freaked out"" In this short experience you take on the role of a youth and relive the time they became trapped in their friends basement and has to fight off terrifying giant spiders. At least that's how they remember it... (Logo contains Color Spray by ✦ Shmidt Sergey ✦ from the Noun Project)",7+,,https://www.oculus.com/experiences/quest/3988825784472646/?utm_source=oculusapplab.com&store=quest&item_id=3988825784472646&r=1,,,,,
