game_name,game_description,game_age,Game Modes,Supported Player Modes,Supported Controllers,Supported Platforms,Genres,Languages,Version,Developer,Publisher,Website,Release Date,Developer Privacy Policy,Developer Terms of Service,Space Required,review_1,review_2,review_3,review_4,review_5
Galaxity,"Create your avatar We have a variety of hair, skin, clothing and color options for you to customize your avatar. Show your creativity avatar to friends in the virtual world. Talk to people and make friends Galaxity provides a voice chat feature. You can communicate with people using your own voice or use various character expressions to communicate and become a friend with people from different nations. Play various mini-games We offer you a variety of mini-games, such as soccer, baseball, and multiple survival modes. Have fun with your friends. We will continue to update different game modes for you to play with your friends. Visit the theater You can create your own movie theater for your friends to play and watch on YouTube. Prepare popcorn and pizza!",3+,Single User,"Sitting, Standing",Touch Controllers,"Quest, Quest 2, Meta Quest Pro",", Casual, Social",English,1.39.1,MAMMOSSIX,"MAMMOSSIX Co., Ltd.",https://www.galaxity.net/,"Jun 15, 2021","https://www.oculus.com/experiences/quest/2337801553010648/?utm_source=oculusapplab.com&store=quest&item_id=2337801553010648&r=1, https://www.galaxity.net/privacy-policy",Terms of Service,630.2 MB,"FUUUUUCCCCCKKKK YEA-Dogeking 1,2,and 3",it says single user. why is that. ADD SUPPORT. ore spingbing wil kep hies cloths of,Fore some reason when I go on the app on my quest 2 no one is there but on the go I had the same problem but it suddenly fixed on the go only if you can solve this for quest users I would be happy,"When I got this game on the go they’re was so much people playing,After buying the oculus 2,No one is playing. Is it cus I need to join a world?",Bro I loved this game its like nostalgia I use to use one remote on the go I can't wait to hop in but remember if u didn't play this on the go u probably won't like it
