game_name,game_description,game_age,Game Modes,Supported Player Modes,Supported Controllers,Supported Platforms,Category,Genres,Languages,Version,Developer,Publisher,Website,Release Date,Developer Privacy Policy,Space Required
Snow Fight demo,"You are broke and soon will be evicted from your poor flat. Unexpectedly you get an invitation to participate in SFC and earn some money. After you complete a tutorial, you can participate in arena snow fight, where you will meet your first opponent.",3+,Single User,Standing,Touch Controllers,"Quest, Quest 2, Meta Quest Pro",Games,"Action, Sports",English,1.0,Baltic Indie,Baltic Indie,http://balticindie.lt/snow-fight/,"Jan 10, 2023","https://www.oculus.com/experiences/quest/5673536812732080/?utm_source=oculusapplab.com&store=quest&item_id=5673536812732080&r=1, http://balticindie.lt/snow-fight/snow-fight-privacy-policy/",672.4 MB
