game_name,game_description,game_age,Game Modes,Supported Player Modes,Supported Controllers,Supported Platforms,Genres,Languages,Version + Release Notes,Developer,Publisher,Website,Release Date,Developer Privacy Policy,Space Required,review_1,review_2
Mein Little Spacekraft,"You are Earth's last surviving Space-Kapitän and have to protect Saturn form the evil Gwuarck, an alien race that used their advanced interplanetary Technologie to haul thousands of deadly asteroids towards our beloved solar system! Do you have the Willensstärke and skill to defend Saturn and avoid eine große Katastophe for all mankind? Shoot Asteroids, collect Time Crystals and enter the Hall of Fame as the beste Kapitän in the whole Universum!",3+,Single User,Sitting,Touch Controllers,"Quest, Quest 2, Meta Quest Pro",", Action, Arcade, Space/Universe",English,0.57,Dépendance Tempelhof,Dépendance Tempelhof,http://www.krakentanz.com/,"Apr 28, 2022","https://www.oculus.com/experiences/quest/4983205568381523/?utm_source=oculusapplab.com&store=quest&item_id=4983205568381523&r=1, http://www.mitgutemerfolg.org/krakentanz/ug/legal/mls-legal.html",77.9 MB,"Very fun and retro. It is simple, and I love it. Highly recommend","Seemed to have heart, otherwise."
