game_name,game_description,game_age,Game Modes,Supported Player Modes,Supported Controllers,Supported Platforms,Genres,Languages,Version,Developer,Publisher,Website,Release Date,Developer Privacy Policy,Developer Terms of Service,Space Required,review_1,review_2,review_3,review_4
VR Gallery ZOSU Smash,"VR Gallery ZOSU Smash: - Casual gallery view and destroy experience! - Visit a beautiful gallery and smash any painting and many objects with over 300 pastel paintings from the award winning artist Dr. James Southworth. - Simple and fun smashing ability that can be enjoyed while visiting the beautiful gallery. - Smash with swords and hammers! Bonus blade slice area and drawing canvas area. - Beautiful paintings from around the world including, Turkey, Europe, Northwest USA. - Paintings include stunning landscapes and pastel colors, as well as cityscapes and people. - Additional bonus paintings in pastel and other art mediums by Dr. Southworth and ZOSU (as marked). - Climbing is included for most areas. - Bonus object spawning station for additional smashing replayability, or simply reset the level. - Object destruction based on where objects are hit, objects take varying damage to be destroyed.",7+,Single User,"Sitting, Standing",Touch Controllers,"Quest, Quest 2, Meta Quest Pro",", Art/Creativity, Casual",English,1.78,ZOSU,ZOSU Studios LLC,https://www.zosustudios.com/,"Aug 13, 2022","https://www.oculus.com/experiences/quest/5439814992779479/?utm_source=oculusapplab.com&store=quest&item_id=5439814992779479&r=1, https://zosustudios.wixsite.com/website/about",Terms of Service,1.08 GB,,,,
