game_name,game_description,game_age,Game Modes,Supported Player Modes,Supported Controllers,Supported Platforms,Genres,Languages,Version,Developer,Publisher,Website,Release Date,Developer Privacy Policy,Developer Terms of Service,Space Required
SampleHouse,"You can sit down and operate it, and move your head to move. You can also switch to a 360-degree image.",3+,Single User,"Sitting, Standing",Touch Controllers,"Quest, Quest 2, Meta Quest Pro",", 360 Experience (non-game), Utility",Japanese,1.1.1,XRShooten,XRSooten,https://xrshooten.com/,"Oct 29, 2021","https://www.oculus.com/experiences/quest/4129227497203656/?utm_source=oculusapplab.com&store=quest&item_id=4129227497203656&r=1, https://xrshooten.com/sample-house-%e3%83%97%e3%83%a9%e3%82%a4%e3%83%90%e3%82%b7%e3%83%bc%e3%83%9d%e3%83%aa%e3%82%b7%e3%83%bc/",Terms of Service,109.5 MB
