game_name,game_description,game_age,Game Modes,Supported Player Modes,Supported Controllers,Supported Platforms,Genres,Languages,Version,Developer,Publisher,Website,Release Date,Developer Privacy Policy,Space Required
Kan,"Kan is a place to relax and unwind, where you can watch enlightening stories, experience a beautifully crafted visual meditation journey, or just enjoy being in a quiet environment. Try to get Chinchin to play a piece of music, light up a lamp or touch the wind chimes on the eaves of the house. ",12+,Single User,"Sitting, Standing",Touch Controllers,"Quest, Quest 2, Meta Quest Pro",", Casual, Narrative",English,0.1.3,Feishu Studio,SFS Studio,https://shufeishu.com/,"Nov 9, 2022","https://www.oculus.com/experiences/quest/5724543250922379/?utm_source=oculusapplab.com&store=quest&item_id=5724543250922379&r=1, https://shufeishu.com/privacy-policy.html",1.20 GB
