game_name,game_description,game_age,,Genres,Languages,Version,Developer,Publisher,Website,Release Date,Developer Privacy Policy,Space Required,review_1,review_2
Clean Shot,Pick up the ball and SHOOT. - Extra points are awarded for consecutive shots - Extra balls are awarded for clean shots Enjoy your summer shooting time and challenge your best score.,3+,,", Arcade, Casual, Sports",English,1.0,Steelgene Studios,Steelgene Studios,https://clean-shot-vr.ghost.io/,"Jun 1, 2022","https://www.oculus.com/experiences/quest/4832308030207959/?utm_source=oculusapplab.com&store&item_id=4832308030207959&r=1, https://error.ghost.org/",121.4 MB,,
