game_name,game_description,game_age,Game Modes,Supported Player Modes,Supported Controllers,Supported Platforms,Genres,Languages,Version + Release Notes,Developer,Publisher,Website,Release Date,Developer Privacy Policy,Space Required
Wacky Invaders : Prologue,"Wacky Invaders is an arcade inspired shooter where you command a lone turret defending earth from an alien clown invasion. Scoot and shoot, gather power-ups, and destroy all the enemies before they land!",3+,Single User,Sitting,Touch Controllers,"Quest, Quest 2, Meta Quest Pro","Action, Arcade, Shooter",English,0.1.65,eStudio NooN,eStudio NooN,http://estudionoon.com/WackyInvaders/,"Jul 14, 2022","https://www.oculus.com/experiences/quest/4413823678725876/?utm_source=oculusapplab.com&store&item_id=4413823678725876&r=1, http://estudionoon.com/WackyInvaders/privacy-policy.php",173.6 MB
