game_name,game_description,game_age,Game Modes,Supported Player Modes,Supported Controllers,Supported Platforms,Genres,Languages,Version,Developer,Publisher,Website,Release Date,Developer Privacy Policy,Space Required
Alien Extraction Demo,"There's a big alien mess and somebody's gotta clean it up... Control an alien infested space station from the safety of your security desk in this funny, brain bending strategy game. Guide the station janitor, Lenny, through dangerous winding levels and solve the station's mysteries along the way. - Scour video feeds for alien movement or lost clues - Pilot drones to explore, distract aliens and lead Lenny to safety - Control the facility from the comfort of your security desk - Traverse the facility minimap; just don’t trust it - Attempt to mute the station AI when it starts insulting you... Full game releasing March 2022!",7+,Single User,"Sitting, Standing, Roomscale",Touch Controllers,"Quest, Quest 2, Meta Quest Pro","Narrative, Puzzle, Strategy",English,3,Crooks Peak,Crooks Peak,https://alienextraction.com/,"Feb 16, 2022","https://www.oculus.com/experiences/quest/4371619766253638/?utm_source=oculusapplab.com&store&item_id=4371619766253638&r=1, https://alienextraction.com/privacypolicy",258.7 MB
