game_name,game_description,game_age,Game Modes,Supported Player Modes,Supported Controllers,Supported Platforms,Category,Genres,Languages,Version,Developer,Publisher,Website,Developer Privacy Policy,Space Required,review_1
Village Adventure,"Welcome to our Village.Here, you will embark on an interesting journey of exploration. Press the key X to move. Press the right trigger to fire. ",3+,"Multiplayer, Single User, Co-op","Sitting, Standing, Roomscale",Touch Controllers,"Quest, Quest 2, Meta Quest Pro",Games,"Fighting, RPG (Role Playing Games), Shooting",English,1.6,kfz shj,kfz shj,http://43.135.146.122:8888/home.html,"https://www.oculus.com/experiences/quest/3918289474931563/?utm_source=oculusapplab.com&store=quest&item_id=3918289474931563&r=1, http://43.135.146.122:8888/privacy.html",472.7 MB,Oriental classical scenes and monsters
